chromosome	type	id	strand	orf.start	orf.end	utr3.start	utr3.end	utr5.start	utr5.end
chrIV	gene	YDL102W	+	276872	280165	280166	280291	276790	276871
chrIV	gene	YDL105W	+	272389	273597	273598	273732	272343	272388
chrIV	gene	YDL107W	+	268921	269976	269977	270176	268871	268920
chrIV	gene	YDL108W	+	267698	268699	268700	268775	267649	267697
chrIV	gene	YDL112W	+	258915	263225	263226	263342	258843	258914
chrIV	gene	YDL114W-A	+	254935	255048	255049	255163	254157	254934
chrIV	gene	YDL116W	+	251566	253746	253747	253803	251515	251565
chrIV	gene	YDL117W	+	248581	251238	251239	251374	247786	248580
chrIV	gene	YDL118W	+	247302	247682	247683	247880	247167	247301
chrIV	gene	YDL120W	+	245923	246447	246448	246616	245831	245922
chrIV	gene	YDL122W	+	242552	244981	244982	245613	242519	242551
chrIV	gene	YDL123W	+	241418	241840	241841	241851	241262	241417
chrIV	gene	YDL124W	+	240259	241197	241198	241270	240162	240258
chrIV	gene	YDL127W	+	234927	235853	235854	236016	234703	234926
chrIV	gene	YDL128W	+	232652	233887	233888	234256	232562	232651
chrIV	gene	YDL129W	+	231024	231899	231900	232592	230873	231023
chrIV	gene	YDL130W	+	229906	230527	230528	230668	229767	229905
chrIV	gene	YDL130W-A	+	229171	229431	229432	229648	229112	229170
chrIV	gene	YDL131W	+	227393	228715	228716	228872	227230	227392
chrIV	gene	YDL132W	+	224304	226751	226752	226898	224000	224303
chrIV	gene	YDL133W	+	222427	223740	223741	223847	222155	222426
chrIV	gene	YDL136W	+	217600	218367	218368	218731	217540	217599
chrIV	gene	YDL137W	+	216158	217074	217075	217295	215924	216157
chrIV	gene	YDL138W	+	213351	215642	215643	215797	213148	213350
chrIV	gene	YDL141W	+	203039	205111	205112	205375	202798	203038
chrIV	gene	YDL143W	+	199996	201582	201583	201682	199955	199995
chrIV	gene	YDL146W	+	192750	194225	194226	194418	192559	192749
chrIV	gene	YDL147W	+	190924	192261	192262	192448	190854	190923
chrIV	gene	YDL149W	+	184925	187918	187919	187959	184800	184924
chrIV	gene	YDL150W	+	183343	184611	184612	184741	183234	183342
chrIV	gene	YDL152W	+	182822	183187	183188	183322	182687	182821
chrIV	gene	YDL155W	+	176773	178056	178057	178220	176642	176772
chrIV	gene	YDL156W	+	174918	176486	176487	176621	174795	174917
chrIV	gene	YDL159W	+	172481	174028	174029	174152	172434	172480
chrIV	gene	YDL159W-A	+	172182	172313	172314	172448	172047	172181
chrIV	gene	YDL161W	+	167714	169078	169079	169183	167694	167713
chrIV	gene	YDL163W	+	166956	167258	167259	167373	166821	166955
chrIV	gene	YDL165W	+	164290	164865	164866	164901	164231	164289
chrIV	gene	YDL168W	+	159604	160764	160765	160932	159533	159603
chrIV	gene	YDL170W	+	156318	157904	157905	158050	156288	156317
chrIV	gene	YDL173W	+	148191	149078	149079	149221	148162	148190
chrIV	gene	YDL176W	+	142097	144223	144224	144455	141938	142096
chrIV	gene	YDL178W	+	139522	141114	141115	141188	139502	139521
chrIV	gene	YDL179W	+	138291	139205	139206	139488	138072	138290
chrIV	gene	YDL180W	+	135896	137539	137540	137669	135511	135895
chrIV	gene	YDL181W	+	135179	135436	135437	135528	135092	135178
chrIV	gene	YDL182W	+	133437	134723	134724	135108	133409	133436
chrIV	gene	YDL185W	+	126787	130002	130003	130174	126695	126786
chrIV	gene	YDL186W	+	125616	126449	126450	126694	125495	125615
chrIV	gene	YDL189W	+	122078	123589	123590	123820	121975	122077
chrIV	gene	YDL191W	+	117664	118517	118518	118923	117525	117663
chrIV	gene	YDL192W	+	116321	116866	116867	116992	116213	116320
chrIV	gene	YDL193W	+	114672	115799	115800	116002	114346	114671
chrIV	gene	YDL194W	+	111580	114234	114235	114345	111346	111579
chrIV	gene	YDL195W	+	107208	111029	111030	111173	107001	107207
chrIV	gene	YDL196W	+	106741	107070	107071	107205	106606	106740
chrIV	gene	YDL201W	+	99561	100421	100422	100506	99263	99560
chrIV	gene	YDL202W	+	98475	99224	99225	99320	98423	98474
chrIV	gene	YDL204W	+	94605	95786	95787	95965	94338	94604
chrIV	gene	YDL206W	+	90176	92464	92465	92712	90025	90175
chrIV	gene	YDL207W	+	88248	89864	89865	89941	88192	88247
chrIV	gene	YDL208W	+	87512	87982	87983	88120	87462	87511
chrIV	gene	YDL210W	+	84270	85985	85986	86120	84135	84269
chrIV	gene	YDL212W	+	78426	79058	79059	79204	78365	78425
chrIV	gene	YDL218W	+	66493	67446	67447	67618	65999	66492
chrIV	gene	YDL219W	+	65242	65765	65766	65998	65198	65241
chrIV	gene	YDL221W	+	62011	62562	62563	62697	61915	62010
chrIV	gene	YDL225W	+	52445	54100	54101	54193	52388	52444
chrIV	gene	YDL229W	+	44065	45906	45907	46018	44033	44064
chrIV	gene	YDL230W	+	42700	43707	43708	43767	42646	42699
chrIV	gene	YDL232W	+	38487	38597	38598	39121	38462	38486
chrIV	gene	YDL233W	+	36797	38173	38174	38350	36755	36796
chrIV	gene	YDL236W	+	32296	33234	33235	33417	32212	32295
chrIV	gene	YDL237W	+	30657	31829	31830	32044	30638	30656
chrIV	gene	YDL240W	+	22823	25876	25877	26132	22648	22822
chrIV	gene	YDL241W	+	20635	21006	21007	21287	20152	20634
chrIV	gene	YDL242W	+	18959	19312	19313	19447	18824	18958
chrIV	gene	YDL244W	+	16204	17226	17227	17361	16069	16203
chrIV	gene	YDL247W	+	5985	7814	7815	7949	5850	5984
chrIV	gene	YDL247W-A	+	3762	3836	3837	3971	3627	3761
chrIV	gene	YDL248W	+	1802	2953	2954	3088	1667	1801
chrIV	gene	YDR002W	+	453045	453650	453651	453934	452985	453044
chrIV	gene	YDR003W	+	454122	454754	454755	455034	454015	454121
chrIV	gene	YDR003W-A	+	454782	454904	454905	455098	454015	454781
chrIV	gene	YDR004W	+	455201	456583	456584	457667	455035	455200
chrIV	gene	YDR007W	+	461842	462516	462517	462634	461516	461841
chrIV	gene	YDR009W	+	463434	464996	464997	465202	463391	463433
chrIV	gene	YDR011W	+	465919	470424	470425	470608	465601	465918
chrIV	gene	YDR012W	+	471853	472941	472942	473047	471799	471852
chrIV	gene	YDR013W	+	473157	473783	473784	473964	473048	473156
chrIV	gene	YDR014W	+	474046	475989	475990	476734	473994	474045
chrIV	gene	YDR014W-A	+	477797	478285	478286	478793	477662	477796
chrIV	gene	YDR021W	+	486804	488003	488004	488032	486624	486803
chrIV	gene	YDR023W	+	489508	490896	490897	491054	489473	489507
chrIV	gene	YDR024W	+	491017	491502	491503	491637	490882	491016
chrIV	gene	YDR025W	+	491515	492324	492325	492422	491483	491514
chrIV	gene	YDR029W	+	501100	501414	501415	501549	500965	501099
chrIV	gene	YDR031W	+	503498	503863	503864	504012	503390	503497
chrIV	gene	YDR033W	+	508147	509109	509110	509555	507876	508146
chrIV	gene	YDR034W-B	+	521314	521469	521470	521738	521159	521313
chrIV	gene	YDR035W	+	521816	522928	522929	523159	521736	521815
chrIV	gene	YDR037W	+	525440	527215	527216	527553	525369	525439
chrIV	gene	YDR041W	+	539803	540414	540415	540801	539769	539802
chrIV	gene	YDR044W	+	546642	547628	547629	547766	546392	546641
chrIV	gene	YDR047W	+	551860	552948	552949	553028	551378	551859
chrIV	gene	YDR049W	+	553254	555152	555153	555259	552978	553253
chrIV	gene	YDR053W	+	560249	560644	560645	560843	560114	560248
chrIV	gene	YDR055W	+	563527	564861	564862	565021	563144	563526
chrIV	gene	YDR057W	+	565927	567555	567556	567620	565832	565926
chrIV	gene	YDR060W	+	570649	573726	573727	573816	570374	570648
chrIV	gene	YDR061W	+	574164	575783	575784	575895	573734	574163
chrIV	gene	YDR062W	+	576474	578159	578160	578448	575794	576473
chrIV	gene	YDR063W	+	578663	579112	579113	579211	578559	578662
chrIV	gene	YDR064W	+	579458	580452	580453	580539	579380	579457
chrIV	gene	YDR065W	+	580687	581784	581785	582171	580540	580686
chrIV	gene	YDR068W	+	583713	584645	584646	584820	583644	583712
chrIV	gene	YDR073W	+	592439	592948	592949	593441	592285	592438
chrIV	gene	YDR074W	+	593893	596583	596584	596877	593796	593892
chrIV	gene	YDR075W	+	597156	598082	598083	598233	596917	597155
chrIV	gene	YDR076W	+	598468	599688	599689	599823	598420	598467
chrIV	gene	YDR077W	+	600793	601809	601810	602139	600720	600792
chrIV	gene	YDR079W	+	603064	603399	603400	603691	603028	603063
chrIV	gene	YDR080W	+	604008	606986	606987	607118	603979	604007
chrIV	gene	YDR082W	+	610441	611925	611926	612367	610348	610440
chrIV	gene	YDR083W	+	612073	613251	613252	613368	611959	612072
chrIV	gene	YDR089W	+	622112	624721	624722	624814	622003	622111
chrIV	gene	YDR092W	+	629876	630605	630606	630826	629793	629875
chrIV	gene	YDR093W	+	631282	636120	636121	636247	630937	631281
chrIV	gene	YDR094W	+	635840	636175	636176	636247	635705	635839
chrIV	gene	YDR096W	+	637139	639823	639824	640065	636482	637138
chrIV	gene	YDR099W	+	652781	654428	654429	654651	652668	652780
chrIV	gene	YDR100W	+	655013	655444	655445	655647	654985	655012
chrIV	gene	YDR103W	+	658350	661103	661104	661138	658081	658349
chrIV	gene	YDR106W	+	667004	667858	667859	667993	666869	667003
chrIV	gene	YDR108W	+	671269	673365	673366	673500	671149	671268
chrIV	gene	YDR110W	+	676102	677802	677803	677998	676059	676101
chrIV	gene	YDR112W	+	679544	679852	679853	680165	679409	679543
chrIV	gene	YDR115W	+	682175	682492	682493	682695	682056	682174
chrIV	gene	YDR118W	+	685882	687840	687841	687975	685851	685881
chrIV	gene	YDR118W-A	+	687768	687884	687885	688019	687633	687767
chrIV	gene	YDR119W	+	688227	690533	690534	690586	688142	688226
chrIV	gene	YDR119W-A	+	691014	691214	691215	691492	690953	691013
chrIV	gene	YDR121W	+	693585	694175	694176	694321	693461	693584
chrIV	gene	YDR122W	+	694700	697894	697895	698239	694396	694699
chrIV	gene	YDR124W	+	700315	701289	701290	701424	699648	700314
chrIV	gene	YDR126W	+	703234	704244	704245	704379	703156	703233
chrIV	gene	YDR127W	+	704484	709250	709251	709383	704312	704483
chrIV	gene	YDR128W	+	709549	712995	712996	713212	709453	709548
chrIV	gene	YDR137W	+	728259	730250	730251	730381	728161	728258
chrIV	gene	YDR138W	+	730578	732836	732837	733450	730552	730577
chrIV	gene	YDR140W	+	734138	734803	734804	735490	733951	734137
chrIV	gene	YDR145W	+	746738	748357	748358	748537	746607	746737
chrIV	gene	YDR147W	+	751631	753235	753236	753254	751235	751630
chrIV	gene	YDR150W	+	755628	763874	763875	763924	755553	755627
chrIV	gene	YDR152W	+	765706	766503	766504	766718	765539	765705
chrIV	gene	YDR156W	+	769525	769938	769939	770053	769239	769524
chrIV	gene	YDR157W	+	769931	770332	770333	771359	769639	769930
chrIV	gene	YDR158W	+	770357	771454	771455	771618	770277	770356
chrIV	gene	YDR159W	+	771877	775782	775783	775849	771777	771876
chrIV	gene	YDR160W	+	776163	778721	778722	778780	775965	776162
chrIV	gene	YDR161W	+	779043	780206	780207	780287	778990	779042
chrIV	gene	YDR163W	+	781423	781950	781951	782085	781350	781422
chrIV	gene	YDR165W	+	784871	786205	786206	786296	784684	784870
chrIV	gene	YDR167W	+	789449	790069	790070	790166	789416	789448
chrIV	gene	YDR168W	+	790328	791848	791849	791953	790274	790327
chrIV	gene	YDR171W	+	806621	807748	807749	807910	806446	806620
chrIV	gene	YDR172W	+	808324	810381	810382	810559	808177	808323
chrIV	gene	YDR174W	+	812110	812850	812851	813023	811850	812109
chrIV	gene	YDR176W	+	814452	816560	816561	816666	814330	814451
chrIV	gene	YDR177W	+	816878	817525	817526	817639	816570	816877
chrIV	gene	YDR178W	+	817950	818495	818496	818666	817763	817949
chrIV	gene	YDR179W-A	+	819433	820824	820825	820995	819346	819432
chrIV	gene	YDR182W	+	827582	829057	829058	829140	827520	827581
chrIV	gene	YDR182W-A	+	829151	829354	829355	829509	829100	829150
chrIV	gene	YDR183W	+	829585	830277	830278	830312	829531	829584
chrIV	gene	YDR188W	+	836421	838061	838062	838227	836049	836420
chrIV	gene	YDR189W	+	838392	840392	840393	840482	838069	838391
chrIV	gene	YDR191W	+	842337	843449	843450	843558	842280	842336
chrIV	gene	YDR193W	+	844554	844952	844953	845087	844419	844553
chrIV	gene	YDR194W-A	+	848071	848223	848224	848358	847936	848070
chrIV	gene	YDR195W	+	848599	850200	850201	850276	848353	848598
chrIV	gene	YDR197W	+	851228	852397	852398	852452	851189	851227
chrIV	gene	YDR199W	+	854175	854540	854541	854675	854125	854174
chrIV	gene	YDR201W	+	856317	856814	856815	856944	856225	856316
chrIV	gene	YDR203W	+	857682	857999	858000	858056	856945	857681
chrIV	gene	YDR204W	+	858137	859144	859145	859277	858043	858136
chrIV	gene	YDR205W	+	859346	861520	861521	861620	859321	859345
chrIV	gene	YDR206W	+	862054	864708	864709	864977	861718	862053
chrIV	gene	YDR208W	+	868224	870563	870564	870678	868044	868223
chrIV	gene	YDR210W	+	871074	871301	871302	871745	871040	871073
chrIV	gene	YDR211W	+	884727	886865	886866	887046	884619	884726
chrIV	gene	YDR212W	+	887232	888911	888912	889208	887159	887231
chrIV	gene	YDR213W	+	889751	892492	892493	892745	889586	889750
chrIV	gene	YDR214W	+	892875	893927	893928	894019	892746	892874
chrIV	gene	YDR216W	+	895035	899006	899007	899430	894431	895034
chrIV	gene	YDR221W	+	907330	909438	909439	909619	907273	907329
chrIV	gene	YDR222W	+	910054	911301	911302	911453	909553	910053
chrIV	gene	YDR223W	+	912099	913502	913503	914192	911964	912098
chrIV	gene	YDR225W	+	915530	915928	915929	916167	915414	915529
chrIV	gene	YDR226W	+	916486	917154	917155	917407	916409	916485
chrIV	gene	YDR227W	+	917571	921647	921648	921842	917441	917570
chrIV	gene	YDR229W	+	924785	926146	926147	926934	924684	924784
chrIV	gene	YDR230W	+	926223	926570	926571	926934	926088	926222
chrIV	gene	YDR232W	+	927452	929098	929099	929275	927004	927451
chrIV	gene	YDR234W	+	931129	933210	933211	933455	930404	931128
chrIV	gene	YDR235W	+	933504	935138	935139	935222	933487	933503
chrIV	gene	YDR237W	+	936615	937493	937494	937806	936472	936614
chrIV	gene	YDR241W	+	945151	945438	945439	945984	945016	945150
chrIV	gene	YDR242W	+	946807	948456	948457	948598	946536	946806
chrIV	gene	YDR244W	+	950563	952401	952402	952565	950513	950562
chrIV	gene	YDR245W	+	952800	953981	953982	954125	952718	952799
chrIV	gene	YDR246W	+	954288	954947	954948	955098	954058	954287
chrIV	gene	YDR246W-A	+	955133	955333	955334	955468	954998	955132
chrIV	gene	YDR247W	+	956013	957398	957399	957789	955752	956012
chrIV	gene	YDR251W	+	960614	963106	963107	963388	960318	960613
chrIV	gene	YDR252W	+	963412	963861	963862	964452	963409	963411
chrIV	gene	YDR254W	+	965113	966489	966490	966972	965013	965112
chrIV	gene	YDR262W	+	993134	993952	993953	994150	993096	993133
chrIV	gene	YDR265W	+	998864	999877	999878	1000077	998578	998863
chrIV	gene	YDR268W	+	1004004	1005143	1005144	1005411	1003921	1004003
chrIV	gene	YDR270W	+	1005675	1008689	1008690	1008759	1005588	1005674
chrIV	gene	YDR272W	+	1009010	1009834	1009835	1009888	1008913	1009009
chrIV	gene	YDR273W	+	1010176	1011273	1011274	1011385	1009873	1010175
chrIV	gene	YDR275W	+	1012252	1012959	1012960	1013364	1012082	1012251
chrIV	gene	YDR279W	+	1019368	1020420	1020421	1020464	1018787	1019367
chrIV	gene	YDR280W	+	1020747	1021664	1021665	1021773	1020586	1020746
chrIV	gene	YDR287W	+	1035995	1036873	1036874	1037057	1035973	1035994
chrIV	gene	YDR288W	+	1037195	1038106	1038107	1038203	1037124	1037194
chrIV	gene	YDR290W	+	1039370	1039699	1039700	1039834	1039235	1039369
chrIV	gene	YDR291W	+	1039728	1042961	1042962	1043177	1039701	1039727
chrIV	gene	YDR296W	+	1055212	1055892	1055893	1056236	1055157	1055211
chrIV	gene	YDR297W	+	1056551	1057600	1057601	1057765	1056435	1056550
chrIV	gene	YDR299W	+	1059627	1061231	1061232	1061325	1059567	1059626
chrIV	gene	YDR301W	+	1063352	1067425	1067426	1067602	1063317	1063351
chrIV	gene	YDR302W	+	1067731	1068390	1068391	1068469	1067588	1067730
chrIV	gene	YDR307W	+	1075865	1077853	1077854	1078515	1075797	1075864
chrIV	gene	YDR311W	+	1085065	1086993	1086994	1087180	1085036	1085064
chrIV	gene	YDR312W	+	1087581	1088942	1088943	1089072	1087492	1087580
chrIV	gene	YDR316W	+	1093763	1095178	1095179	1095433	1093736	1093762
chrIV	gene	YDR317W	+	1102184	1103428	1103429	1103563	1102105	1102183
chrIV	gene	YDR318W	+	1103758	1104947	1104948	1105053	1103604	1103757
chrIV	gene	YDR320W-B	+	1108484	1108621	1108622	1108684	1108225	1108483
chrIV	gene	YDR321W	+	1108702	1109847	1109848	1109960	1108675	1108701
chrIV	gene	YDR322W	+	1110589	1111692	1111693	1111822	1110563	1110588
chrIV	gene	YDR325W	+	1117126	1120233	1120234	1120519	1116863	1117125
chrIV	gene	YDR327W	+	1125302	1125628	1125629	1125860	1125162	1125301
chrIV	gene	YDR330W	+	1127872	1129374	1129375	1129455	1127805	1127871
chrIV	gene	YDR331W	+	1129588	1130823	1130824	1130892	1129453	1129587
chrIV	gene	YDR332W	+	1131001	1133070	1133071	1133198	1130834	1131000
chrIV	gene	YDR334W	+	1135932	1140476	1140477	1140683	1135729	1135931
chrIV	gene	YDR335W	+	1141168	1144842	1144843	1144924	1140805	1141167
chrIV	gene	YDR336W	+	1145092	1146036	1146037	1146142	1144885	1145091
chrIV	gene	YDR337W	+	1146319	1147179	1147180	1147231	1146247	1146318
chrIV	gene	YDR340W	+	1150881	1151183	1151184	1151340	1150746	1150880
chrIV	gene	YDR347W	+	1169178	1170143	1170144	1170254	1169064	1169177
chrIV	gene	YDR351W	+	1178666	1181260	1181261	1181528	1178256	1178665
chrIV	gene	YDR352W	+	1181801	1182754	1182755	1182990	1181614	1181800
chrIV	gene	YDR353W	+	1183299	1184258	1184259	1184522	1183005	1183298
chrIV	gene	YDR354W	+	1184747	1185889	1185890	1185953	1184629	1184746
chrIV	gene	YDR356W	+	1186107	1188941	1188942	1189222	1186043	1186106
chrIV	gene	YDR358W	+	1190059	1191732	1191733	1191895	1190001	1190058
chrIV	gene	YDR360W	+	1194598	1195032	1195033	1195167	1194463	1194597
chrIV	gene	YDR363W	+	1199183	1200553	1200554	1201478	1198976	1199182
chrIV	gene	YDR363W-A	+	1202128	1202397	1202398	1202620	1201921	1202127
chrIV	gene	YDR367W	+	1212848	1213614	1213615	1213662	1212644	1212847
chrIV	gene	YDR368W	+	1213904	1214842	1214843	1215006	1213819	1213903
chrIV	gene	YDR371W	+	1219413	1220948	1220949	1221047	1219342	1219412
chrIV	gene	YDR373W	+	1222759	1223331	1223332	1223437	1222664	1222758
chrIV	gene	YDR374W-A	+	1224757	1225026	1225027	1225192	1224716	1224756
chrIV	gene	YDR376W	+	1226822	1228303	1228304	1228532	1226633	1226821
chrIV	gene	YDR377W	+	1228611	1228916	1228917	1229321	1228533	1228610
chrIV	gene	YDR379W	+	1230167	1233196	1233197	1233253	1230046	1230166
chrIV	gene	YDR380W	+	1234218	1236125	1236126	1236254	1234072	1234217
chrIV	gene	YDR381W	+	1236558	1238004	1238005	1238197	1236449	1236557
chrIV	gene	YDR382W	+	1239492	1239824	1239825	1239971	1239372	1239491
chrIV	gene	YDR385W	+	1243230	1245758	1245759	1245960	1242848	1243229
chrIV	gene	YDR386W	+	1246084	1247982	1247983	1248081	1246076	1246083
chrIV	gene	YDR388W	+	1250186	1251634	1251635	1251905	1250136	1250185
chrIV	gene	YDR389W	+	1252537	1254501	1254502	1254669	1251941	1252536
chrIV	gene	YDR392W	+	1258696	1259709	1259710	1259840	1258572	1258695
chrIV	gene	YDR393W	+	1259901	1261271	1261272	1261455	1259766	1259900
chrIV	gene	YDR394W	+	1261681	1262967	1262968	1263059	1261567	1261680
chrIV	gene	YDR395W	+	1263324	1266158	1266159	1266758	1263179	1263323
chrIV	gene	YDR396W	+	1266295	1266795	1266796	1266930	1265819	1266294
chrIV	gene	YDR398W	+	1267471	1269402	1269403	1269646	1267309	1267470
chrIV	gene	YDR399W	+	1270068	1270733	1270734	1270847	1270003	1270067
chrIV	gene	YDR400W	+	1271063	1272085	1272086	1272254	1270803	1271062
chrIV	gene	YDR401W	+	1272223	1272786	1272787	1272921	1272088	1272222
chrIV	gene	YDR403W	+	1274602	1276212	1276213	1276506	1274467	1274601
chrIV	gene	YDR405W	+	1277646	1278437	1278438	1278585	1277347	1277645
chrIV	gene	YDR406W	+	1279210	1283799	1283800	1283880	1278621	1279209
chrIV	gene	YDR406W-A	+	1283799	1284044	1284045	1284179	1283664	1283798
chrIV	gene	YDR409W	+	1289406	1292120	1292121	1292373	1289368	1289405
chrIV	gene	YDR412W	+	1294693	1295400	1295401	1295543	1294625	1294692
chrIV	gene	YDR416W	+	1298432	1301011	1301012	1301076	1298338	1298431
chrIV	gene	YDR418W	+	1301616	1302113	1302114	1302215	1301290	1301615
chrIV	gene	YDR419W	+	1303174	1305072	1305073	1305414	1303172	1303173
chrIV	gene	YDR420W	+	1306267	1311675	1311676	1311817	1305899	1306266
chrIV	gene	YDR425W	+	1320064	1321941	1321942	1322015	1320000	1320063
chrIV	gene	YDR427W	+	1322205	1323386	1323387	1323485	1322166	1322204
