chromosome	type	start	end	strand	id	name	transcript.start	transcript.end
chrIV	gene	184925	187918	+	YDL149W	ATG9	184800	187959
chrIV	gene	183343	184611	+	YDL150W	RPC53	183234	184741
chrIV	gene	182822	183187	+	YDL152W		182687	183322
chrIV	gene	176773	178056	+	YDL155W	CLB3	176642	178220
chrIV	gene	174918	176486	+	YDL156W	CMR1	174795	176621
chrIV	gene	172481	174028	+	YDL159W	STE7	172434	174152
chrIV	gene	172182	172313	+	YDL159W-A		172047	172448
chrIV	gene	167714	169078	+	YDL161W	ENT1	167694	169183
chrIV	gene	166956	167258	+	YDL163W		166821	167373
chrIV	gene	164290	164865	+	YDL165W	CDC36	164231	164901
chrIV	gene	159604	160764	+	YDL168W	SFA1	159533	160932
chrIV	gene	156318	157904	+	YDL170W	UGA3	156288	158050
chrIV	gene	148191	149078	+	YDL173W	PAR32	148162	149221
chrIV	gene	142097	144223	+	YDL176W		141938	144455
chrIV	gene	139522	141114	+	YDL178W	DLD2	139502	141188
chrIV	gene	138291	139205	+	YDL179W	PCL9	138072	139488
chrIV	gene	135896	137539	+	YDL180W		135511	137669
chrIV	gene	135179	135436	+	YDL181W	INH1	135092	135528
chrIV	gene	133437	134723	+	YDL182W	LYS20	133409	135108
chrIV	gene	126787	130002	+	YDL185W	VMA1	126695	130174
chrIV	gene	125616	126449	+	YDL186W		125495	126694
chrIV	gene	122078	123589	+	YDL189W	RBS1	121975	123820
chrIV	gene	117664	118517	+	YDL191W	RPL35A	117525	118923
chrIV	gene	116321	116866	+	YDL192W	ARF1	116213	116992
chrIV	gene	114672	115799	+	YDL193W	NUS1	114346	116002
chrIV	gene	111580	114234	+	YDL194W	SNF3	111346	114345
chrIV	gene	107208	111029	+	YDL195W	SEC31	107001	111173
chrIV	gene	106741	107070	+	YDL196W		106606	107205
chrIV	gene	99561	100421	+	YDL201W	TRM8	99263	100506
chrIV	gene	98475	99224	+	YDL202W	MRPL11	98423	99320
chrIV	gene	94605	95786	+	YDL204W	RTN2	94338	95965
chrIV	gene	90176	92464	+	YDL206W		90025	92712
chrIV	gene	88248	89864	+	YDL207W	GLE1	88192	89941
chrIV	gene	87512	87982	+	YDL208W	NHP2	87462	88120
chrIV	gene	84270	85985	+	YDL210W	UGA4	84135	86120
chrIV	gene	78426	79058	+	YDL212W	SHR3	78365	79204
chrIV	gene	66493	67446	+	YDL218W		65999	67618
chrIV	gene	65242	65765	+	YDL219W	DTD1	65198	65998
chrIV	gene	62011	62562	+	YDL221W		61915	62697
chrIV	gene	52445	54100	+	YDL225W	SHS1	52388	54193
chrIV	gene	44065	45906	+	YDL229W	SSB1	44033	46018
chrIV	gene	42700	43707	+	YDL230W	PTP1	42646	43767
chrIV	gene	38487	38597	+	YDL232W	OST4	38462	39121
chrIV	gene	36797	38173	+	YDL233W	MFG1	36755	38350
chrIV	gene	32296	33234	+	YDL236W	PHO13	32212	33417
chrIV	gene	30657	31829	+	YDL237W	AIM6	30638	32044
chrIV	gene	22823	25876	+	YDL240W	LRG1	22648	26132
chrIV	gene	20635	21006	+	YDL241W		20152	21287
chrIV	gene	18959	19312	+	YDL242W		18824	19447
chrIV	gene	16204	17226	+	YDL244W	THI13	16069	17361
chrIV	gene	5985	7814	+	YDL247W	MPH2	5850	7949
chrIV	gene	3762	3836	+	YDL247W-A		3627	3971
chrIV	gene	1802	2953	+	YDL248W	COS7	1667	3088
chrIV	gene	453045	453650	+	YDR002W	YRB1	452985	453934
chrIV	gene	454122	454754	+	YDR003W	RCR2	454015	455034
chrIV	gene	454782	454904	+	YDR003W-A		454015	455098
chrIV	gene	455201	456583	+	YDR004W	RAD57	455035	457667
chrIV	gene	461842	462516	+	YDR007W	TRP1	461516	462634
chrIV	gene	463434	464996	+	YDR009W	GAL3	463391	465202
chrIV	gene	465919	470424	+	YDR011W	SNQ2	465601	470608
chrIV	gene	471853	472941	+	YDR012W	RPL4B	471799	473047
chrIV	gene	473157	473783	+	YDR013W	PSF1	473048	473964
chrIV	gene	474046	475989	+	YDR014W	RAD61	473994	476734
chrIV	gene	477797	478285	+	YDR014W-A	HED1	477662	478793
chrIV	gene	486804	488003	+	YDR021W	FAL1	486624	488032
chrIV	gene	489508	490896	+	YDR023W	SES1	489473	491054
chrIV	gene	491017	491502	+	YDR024W	FYV1	490882	491637
chrIV	gene	491515	492324	+	YDR025W	RPS11A	491483	492422
chrIV	gene	501100	501414	+	YDR029W		500965	501549
chrIV	gene	503498	503863	+	YDR031W	MIX14	503390	504012
chrIV	gene	508147	509109	+	YDR033W	MRH1	507876	509555
chrIV	gene	521314	521469	+	YDR034W-B		521159	521738
chrIV	gene	521816	522928	+	YDR035W	ARO3	521736	523159
chrIV	gene	525440	527215	+	YDR037W	KRS1	525369	527553
chrIV	gene	539803	540414	+	YDR041W	RSM10	539769	540801
chrIV	gene	546642	547628	+	YDR044W	HEM13	546392	547766
chrIV	gene	551860	552948	+	YDR047W	HEM12	551378	553028
chrIV	gene	553254	555152	+	YDR049W	VMS1	552978	555259
chrIV	gene	560249	560644	+	YDR053W		560114	560843
chrIV	gene	563527	564861	+	YDR055W	PST1	563144	565021
chrIV	gene	565927	567555	+	YDR057W	YOS9	565832	567620
chrIV	gene	570649	573726	+	YDR060W	MAK21	570374	573816
chrIV	gene	574164	575783	+	YDR061W		573734	575895
chrIV	gene	576474	578159	+	YDR062W	LCB2	575794	578448
chrIV	gene	578663	579112	+	YDR063W	AIM7	578559	579211
chrIV	gene	579458	580452	+	YDR064W	RPS13	579380	580539
chrIV	gene	580687	581784	+	YDR065W	RRG1	580540	582171
chrIV	gene	583713	584645	+	YDR068W	DOS2	583644	584820
chrIV	gene	592439	592948	+	YDR073W	SNF11	592285	593441
chrIV	gene	593893	596583	+	YDR074W	TPS2	593796	596877
chrIV	gene	597156	598082	+	YDR075W	PPH3	596917	598233
chrIV	gene	598468	599688	+	YDR076W	RAD55	598420	599823
chrIV	gene	600793	601809	+	YDR077W	SED1	600720	602139
chrIV	gene	603064	603399	+	YDR079W	PET100	603028	603691
chrIV	gene	604008	606986	+	YDR080W	VPS41	603979	607118
chrIV	gene	610441	611925	+	YDR082W	STN1	610348	612367
chrIV	gene	612073	613251	+	YDR083W	RRP8	611959	613368
chrIV	gene	622112	624721	+	YDR089W		622003	624814
chrIV	gene	629876	630605	+	YDR092W	UBC13	629793	630826
chrIV	gene	631282	636120	+	YDR093W	DNF2	630937	636247
chrIV	gene	635840	636175	+	YDR094W		635705	636247
chrIV	gene	637139	639823	+	YDR096W	GIS1	636482	640065
chrIV	gene	652781	654428	+	YDR099W	BMH2	652668	654651
chrIV	gene	655013	655444	+	YDR100W	TVP15	654985	655647
chrIV	gene	658350	661103	+	YDR103W	STE5	658081	661138
chrIV	gene	667004	667858	+	YDR106W	ARP10	666869	667993
chrIV	gene	671269	673365	+	YDR108W	TRS85	671149	673500
chrIV	gene	676102	677802	+	YDR110W	FOB1	676059	677998
chrIV	gene	679544	679852	+	YDR112W	IRC2	679409	680165
chrIV	gene	682175	682492	+	YDR115W	MRX14	682056	682695
chrIV	gene	685882	687840	+	YDR118W	APC4	685851	687975
chrIV	gene	687768	687884	+	YDR118W-A		687633	688019
chrIV	gene	688227	690533	+	YDR119W	VBA4	688142	690586
chrIV	gene	691014	691214	+	YDR119W-A	COX26	690953	691492
chrIV	gene	693585	694175	+	YDR121W	DPB4	693461	694321
chrIV	gene	694700	697894	+	YDR122W	KIN1	694396	698239
chrIV	gene	700315	701289	+	YDR124W		699648	701424
chrIV	gene	703234	704244	+	YDR126W	SWF1	703156	704379
chrIV	gene	704484	709250	+	YDR127W	ARO1	704312	709383
chrIV	gene	709549	712995	+	YDR128W	MTC5	709453	713212
chrIV	gene	728259	730250	+	YDR137W	RGP1	728161	730381
chrIV	gene	730578	732836	+	YDR138W	HPR1	730552	733450
chrIV	gene	734138	734803	+	YDR140W	MTQ2	733951	735490
chrIV	gene	746738	748357	+	YDR145W	TAF12	746607	748537
chrIV	gene	751631	753235	+	YDR147W	EKI1	751235	753254
chrIV	gene	755628	763874	+	YDR150W	NUM1	755553	763924
chrIV	gene	765706	766503	+	YDR152W	GIR2	765539	766718
chrIV	gene	769525	769938	+	YDR156W	RPA14	769239	770053
chrIV	gene	769931	770332	+	YDR157W		769639	771359
chrIV	gene	770357	771454	+	YDR158W	HOM2	770277	771618
chrIV	gene	771877	775782	+	YDR159W	SAC3	771777	775849
chrIV	gene	776163	778721	+	YDR160W	SSY1	775965	778780
chrIV	gene	779043	780206	+	YDR161W	ACL4	778990	780287
chrIV	gene	781423	781950	+	YDR163W	CWC15	781350	782085
chrIV	gene	784871	786205	+	YDR165W	TRM82	784684	786296
chrIV	gene	789449	790069	+	YDR167W	TAF10	789416	790166
chrIV	gene	790328	791848	+	YDR168W	CDC37	790274	791953
chrIV	gene	806621	807748	+	YDR171W	HSP42	806446	807910
chrIV	gene	808324	810381	+	YDR172W	SUP35	808177	810559
chrIV	gene	812110	812850	+	YDR174W	HMO1	811850	813023
chrIV	gene	814452	816560	+	YDR176W	NGG1	814330	816666
chrIV	gene	816878	817525	+	YDR177W	UBC1	816570	817639
chrIV	gene	817950	818495	+	YDR178W	SDH4	817763	818666
chrIV	gene	819433	820824	+	YDR179W-A	NVJ3	819346	820995
chrIV	gene	827582	829057	+	YDR182W	CDC1	827520	829140
chrIV	gene	829151	829354	+	YDR182W-A		829100	829509
chrIV	gene	829585	830277	+	YDR183W	PLP1	829531	830312
chrIV	gene	836421	838061	+	YDR188W	CCT6	836049	838227
chrIV	gene	838392	840392	+	YDR189W	SLY1	838069	840482
chrIV	gene	842337	843449	+	YDR191W	HST4	842280	843558
chrIV	gene	844554	844952	+	YDR193W		844419	845087
chrIV	gene	848071	848223	+	YDR194W-A		847936	848358
chrIV	gene	848599	850200	+	YDR195W	REF2	848353	850276
chrIV	gene	851228	852397	+	YDR197W	CBS2	851189	852452
chrIV	gene	854175	854540	+	YDR199W		854125	854675
chrIV	gene	856317	856814	+	YDR201W	SPC19	856225	856944
chrIV	gene	857682	857999	+	YDR203W		856945	858056
chrIV	gene	858137	859144	+	YDR204W	COQ4	858043	859277
chrIV	gene	859346	861520	+	YDR205W	MSC2	859321	861620
chrIV	gene	862054	864708	+	YDR206W	EBS1	861718	864977
chrIV	gene	868224	870563	+	YDR208W	MSS4	868044	870678
chrIV	gene	871074	871301	+	YDR210W		871040	871745
chrIV	gene	884727	886865	+	YDR211W	GCD6	884619	887046
chrIV	gene	887232	888911	+	YDR212W	TCP1	887159	889208
chrIV	gene	889751	892492	+	YDR213W	UPC2	889586	892745
chrIV	gene	892875	893927	+	YDR214W	AHA1	892746	894019
chrIV	gene	895035	899006	+	YDR216W	ADR1	894431	899430
chrIV	gene	907330	909438	+	YDR221W	GTB1	907273	909619
chrIV	gene	910054	911301	+	YDR222W		909553	911453
chrIV	gene	912099	913502	+	YDR223W	CRF1	911964	914192
chrIV	gene	915530	915928	+	YDR225W	HTA1	915414	916167
chrIV	gene	916486	917154	+	YDR226W	ADK1	916409	917407
chrIV	gene	917571	921647	+	YDR227W	SIR4	917441	921842
chrIV	gene	924785	926146	+	YDR229W	IVY1	924684	926934
chrIV	gene	926223	926570	+	YDR230W		926088	926934
chrIV	gene	927452	929098	+	YDR232W	HEM1	927004	929275
chrIV	gene	931129	933210	+	YDR234W	LYS4	930404	933455
chrIV	gene	933504	935138	+	YDR235W	PRP42	933487	935222
chrIV	gene	936615	937493	+	YDR237W	MRPL7	936472	937806
chrIV	gene	945151	945438	+	YDR241W	BUD26	945016	945984
chrIV	gene	946807	948456	+	YDR242W	AMD2	946536	948598
chrIV	gene	950563	952401	+	YDR244W	PEX5	950513	952565
chrIV	gene	952800	953981	+	YDR245W	MNN10	952718	954125
chrIV	gene	954288	954947	+	YDR246W	TRS23	954058	955098
chrIV	gene	955133	955333	+	YDR246W-A		954998	955468
chrIV	gene	956013	957398	+	YDR247W	VHS1	955752	957789
chrIV	gene	960614	963106	+	YDR251W	PAM1	960318	963388
chrIV	gene	963412	963861	+	YDR252W	BTT1	963409	964452
chrIV	gene	965113	966489	+	YDR254W	CHL4	965013	966972
chrIV	gene	993134	993952	+	YDR262W		993096	994150
chrIV	gene	998864	999877	+	YDR265W	PEX10	998578	1000077
chrIV	gene	1004004	1005143	+	YDR268W	MSW1	1003921	1005411
chrIV	gene	1005675	1008689	+	YDR270W	CCC2	1005588	1008759
chrIV	gene	1009010	1009834	+	YDR272W	GLO2	1008913	1009888
chrIV	gene	1010176	1011273	+	YDR273W	DON1	1009873	1011385
chrIV	gene	1012252	1012959	+	YDR275W	BSC2	1012082	1013364
chrIV	gene	1019368	1020420	+	YDR279W	RNH202	1018787	1020464
chrIV	gene	1020747	1021664	+	YDR280W	RRP45	1020586	1021773
chrIV	gene	1035995	1036873	+	YDR287W	INM2	1035973	1037057
chrIV	gene	1037195	1038106	+	YDR288W	NSE3	1037124	1038203
chrIV	gene	1039370	1039699	+	YDR290W		1039235	1039834
chrIV	gene	1039728	1042961	+	YDR291W	HRQ1	1039701	1043177
chrIV	gene	1055212	1055892	+	YDR296W	MHR1	1055157	1056236
chrIV	gene	1056551	1057600	+	YDR297W	SUR2	1056435	1057765
chrIV	gene	1059627	1061231	+	YDR299W	BFR2	1059567	1061325
chrIV	gene	1063352	1067425	+	YDR301W	CFT1	1063317	1067602
chrIV	gene	1067731	1068390	+	YDR302W	GPI11	1067588	1068469
chrIV	gene	1075865	1077853	+	YDR307W	PMT7	1075797	1078515
chrIV	gene	1085065	1086993	+	YDR311W	TFB1	1085036	1087180
chrIV	gene	1087581	1088942	+	YDR312W	SSF2	1087492	1089072
chrIV	gene	1093763	1095178	+	YDR316W	OMS1	1093736	1095433
chrIV	gene	1102184	1103428	+	YDR317W	HIM1	1102105	1103563
chrIV	gene	1103758	1104947	+	YDR318W	MCM21	1103604	1105053
chrIV	gene	1108484	1108621	+	YDR320W-B		1108225	1108684
chrIV	gene	1108702	1109847	+	YDR321W	ASP1	1108675	1109960
chrIV	gene	1110589	1111692	+	YDR322W	MRPL35	1110563	1111822
chrIV	gene	1117126	1120233	+	YDR325W	YCG1	1116863	1120519
chrIV	gene	1125302	1125628	+	YDR327W		1125162	1125860
chrIV	gene	1127872	1129374	+	YDR330W	UBX5	1127805	1129455
chrIV	gene	1129588	1130823	+	YDR331W	GPI8	1129453	1130892
chrIV	gene	1131001	1133070	+	YDR332W	IRC3	1130834	1133198
chrIV	gene	1135932	1140476	+	YDR334W	SWR1	1135729	1140683
chrIV	gene	1141168	1144842	+	YDR335W	MSN5	1140805	1144924
chrIV	gene	1145092	1146036	+	YDR336W	MRX8	1144885	1146142
chrIV	gene	1146319	1147179	+	YDR337W	MRPS28	1146247	1147231
chrIV	gene	1150881	1151183	+	YDR340W		1150746	1151340
chrIV	gene	1169178	1170143	+	YDR347W	MRP1	1169064	1170254
chrIV	gene	1178666	1181260	+	YDR351W	SBE2	1178256	1181528
chrIV	gene	1181801	1182754	+	YDR352W	YPQ2	1181614	1182990
chrIV	gene	1183299	1184258	+	YDR353W	TRR1	1183005	1184522
chrIV	gene	1184747	1185889	+	YDR354W	TRP4	1184629	1185953
chrIV	gene	1186107	1188941	+	YDR356W	SPC110	1186043	1189222
chrIV	gene	1190059	1191732	+	YDR358W	GGA1	1190001	1191895
chrIV	gene	1194598	1195032	+	YDR360W	OPI7	1194463	1195167
chrIV	gene	1199183	1200553	+	YDR363W	ESC2	1198976	1201478
chrIV	gene	1202128	1202397	+	YDR363W-A	SEM1	1201921	1202620
chrIV	gene	1212848	1213614	+	YDR367W	KEI1	1212644	1213662
chrIV	gene	1213904	1214842	+	YDR368W	YPR1	1213819	1215006
chrIV	gene	1219413	1220948	+	YDR371W	CTS2	1219342	1221047
chrIV	gene	1222759	1223331	+	YDR373W	FRQ1	1222664	1223437
chrIV	gene	1224757	1225026	+	YDR374W-A	WIP1	1224716	1225192
chrIV	gene	1226822	1228303	+	YDR376W	ARH1	1226633	1228532
chrIV	gene	1228611	1228916	+	YDR377W	ATP17	1228533	1229321
chrIV	gene	1230167	1233196	+	YDR379W	RGA2	1230046	1233253
chrIV	gene	1234218	1236125	+	YDR380W	ARO10	1234072	1236254
chrIV	gene	1236558	1238004	+	YDR381W	YRA1	1236449	1238197
chrIV	gene	1239492	1239824	+	YDR382W	RPP2B	1239372	1239971
chrIV	gene	1243230	1245758	+	YDR385W	EFT2	1242848	1245960
chrIV	gene	1246084	1247982	+	YDR386W	MUS81	1246076	1248081
chrIV	gene	1250186	1251634	+	YDR388W	RVS167	1250136	1251905
chrIV	gene	1252537	1254501	+	YDR389W	SAC7	1251941	1254669
chrIV	gene	1258696	1259709	+	YDR392W	SPT3	1258572	1259840
chrIV	gene	1259901	1261271	+	YDR393W	SHE9	1259766	1261455
chrIV	gene	1261681	1262967	+	YDR394W	RPT3	1261567	1263059
chrIV	gene	1263324	1266158	+	YDR395W	SXM1	1263179	1266758
chrIV	gene	1266295	1266795	+	YDR396W		1265819	1266930
chrIV	gene	1267471	1269402	+	YDR398W	UTP5	1267309	1269646
chrIV	gene	1270068	1270733	+	YDR399W	HPT1	1270003	1270847
chrIV	gene	1271063	1272085	+	YDR400W	URH1	1270803	1272254
chrIV	gene	1272223	1272786	+	YDR401W		1272088	1272921
chrIV	gene	1274602	1276212	+	YDR403W	DIT1	1274467	1276506
chrIV	gene	1277646	1278437	+	YDR405W	MRP20	1277347	1278585
chrIV	gene	1279210	1283799	+	YDR406W	PDR15	1278621	1283880
chrIV	gene	1283799	1284044	+	YDR406W-A		1283664	1284179
chrIV	gene	1289406	1292120	+	YDR409W	SIZ1	1289368	1292373
chrIV	gene	1294693	1295400	+	YDR412W	RRP17	1294625	1295543
chrIV	gene	1298432	1301011	+	YDR416W	SYF1	1298338	1301076
chrIV	gene	1301616	1302113	+	YDR418W	RPL12B	1301290	1302215
chrIV	gene	1303174	1305072	+	YDR419W	RAD30	1303172	1305414
chrIV	gene	1306267	1311675	+	YDR420W	HKR1	1305899	1311817
chrIV	gene	1320064	1321941	+	YDR425W	SNX41	1320000	1322015
chrIV	gene	1322205	1323386	+	YDR427W	RPN9	1322166	1323485
chrIV	gene	1328390	1328701	+	YDR431W		1328255	1328836
chrIV	gene	1328783	1330027	+	YDR432W	NPL3	1328747	1330246
chrIV	gene	1329600	1330040	+	YDR433W		1329465	1330265
chrIV	gene	1331237	1332841	+	YDR434W	GPI17	1331137	1332958
chrIV	gene	1334821	1336953	+	YDR436W	PPZ2	1334562	1337162
chrIV	gene	1337352	1337774	+	YDR437W	GPI19	1337319	1337957
chrIV	gene	1338274	1339386	+	YDR438W	THI74	1338000	1339470
chrIV	gene	1339676	1340719	+	YDR439W	LRS4	1339434	1341160
chrIV	gene	1342493	1344241	+	YDR440W	DOT1	1342402	1344323
chrIV	gene	1345647	1346039	+	YDR442W		1345512	1346174
chrIV	gene	1350290	1352353	+	YDR444W		1350202	1352386
chrIV	gene	1356065	1357369	+	YDR448W	ADA2	1355896	1357515
chrIV	gene	1359923	1360798	+	YDR450W	RPS18A	1359871	1360917
chrIV	gene	1362878	1364902	+	YDR452W	PPN1	1362720	1364941
chrIV	gene	1367485	1369386	+	YDR456W	NHX1	1367376	1369485
chrIV	gene	1369790	1379596	+	YDR457W	TOM1	1369655	1379669
chrIV	gene	1383811	1384776	+	YDR460W	TFB3	1383659	1385158
chrIV	gene	1385176	1385286	+	YDR461W	MFA1	1385159	1385811
chrIV	gene	1386073	1386516	+	YDR462W	MRPL28	1386021	1386647
chrIV	gene	1386816	1388375	+	YDR463W	STP1	1386763	1388569
chrIV	gene	1388872	1393179	+	YDR464W	SPP41	1388755	1393533
chrIV	gene	1395121	1397817	+	YDR466W	PKH3	1395024	1398173
chrIV	gene	1399015	1399542	+	YDR469W	SDC1	1398987	1399611
chrIV	gene	1401770	1402564	+	YDR471W	RPL27B	1401619	1402781
chrIV	gene	1403322	1404173	+	YDR472W	TRS31	1402939	1404298
chrIV	gene	1412373	1414274	+	YDR477W	SNF1	1412012	1414412
chrIV	gene	1414575	1415171	+	YDR478W	SNM1	1414547	1415238
chrIV	gene	1417399	1418370	+	YDR480W	DIG2	1416907	1418696
chrIV	gene	1421157	1422485	+	YDR483W	KRE2	1421090	1422634
chrIV	gene	1422763	1424688	+	YDR484W	VPS52	1422726	1424784
chrIV	gene	1431012	1431896	+	YDR489W	SLD5	1431002	1431961
chrIV	gene	1434924	1435874	+	YDR492W	IZH1	1434695	1435952
chrIV	gene	1436217	1436588	+	YDR493W	MZM1	1436113	1436743
chrIV	gene	1436930	1438015	+	YDR494W	RSM28	1436867	1438089
chrIV	gene	1447830	1450073	+	YDR499W	LCD1	1447784	1450189
chrIV	gene	1451353	1452918	+	YDR501W	PLM2	1451280	1454379
chrIV	gene	1468226	1468573	+	YDR509W		1468091	1468615
chrIV	gene	1469400	1469705	+	YDR510W	SMT3	1469324	1469838
chrIV	gene	1470017	1470418	+	YDR511W	SDH7	1469784	1470820
chrIV	gene	1471017	1471448	+	YDR513W	GRX2	1470867	1471550
chrIV	gene	1473429	1474772	+	YDR515W	SLF1	1473126	1474885
chrIV	gene	1477239	1478357	+	YDR517W	GRH1	1477094	1478464
chrIV	gene	1478608	1480161	+	YDR518W	EUG1	1478326	1480212
chrIV	gene	1480425	1480832	+	YDR519W	FPR2	1480146	1481145
chrIV	gene	1483141	1483476	+	YDR521W		1483006	1483558
chrIV	gene	1489403	1489492	+	YDR524W-C		1489268	1489936
chrIV	gene	1489905	1490234	+	YDR525W	API2	1489268	1491032
chrIV	gene	1490596	1490835	+	YDR525W-A	SNA2	1490253	1491064
chrIV	gene	1491094	1492413	+	YDR527W	RBA50	1491033	1493122
chrIV	gene	1494586	1495857	+	YDR528W	HLR1	1494284	1495983
chrIV	gene	1498232	1499335	+	YDR531W	CAB1	1498096	1499418
chrIV	gene	1508005	1509714	+	YDR536W	STL1	1507530	1509849
chrIV	gene	1510902	1511630	+	YDR538W	PAD1	1510856	1511871
chrIV	gene	1512094	1513605	+	YDR539W	FDC1	1511982	1513674
chrIV	gene	1523249	1523611	+	YDR542W	PAU10	1523114	1523746
chrIV	gene	1526321	1531711	+	YDR545W	YRF1-1	1526186	1531846
chrV	gene	148176	148599	+	YEL003W	GIM4	148041	148739
chrV	gene	146951	147979	+	YEL004W	YEA4	146787	148319
chrV	gene	144327	145334	+	YEL006W	YEA6	144160	145517
chrV	gene	141892	143892	+	YEL007W	MIT1	141354	144068
chrV	gene	140512	140892	+	YEL008W		140358	141027
chrV	gene	136279	136629	+	YEL010W		136144	136764
chrV	gene	133120	135234	+	YEL011W	GLC3	133003	135368
chrV	gene	131772	132551	+	YEL012W	UBC8	131631	132783
chrV	gene	128825	130561	+	YEL013W	VAC8	128456	131010
chrV	gene	126629	128284	+	YEL015W	EDC3	126598	128426
chrV	gene	123657	124670	+	YEL017W	GTT3	123529	124761
chrV	gene	121471	122310	+	YEL018W	EAF5	121417	122394
chrV	gene	117211	117474	+	YEL020W-A	TIM9	117082	117624
chrV	gene	116167	116970	+	YEL021W	URA3	116032	117105
chrV	gene	111421	115800	+	YEL022W	GEA2	111306	115947
chrV	gene	107260	107907	+	YEL024W	RIP1	107055	108414
chrV	gene	101943	102323	+	YEL026W	SNU13	101762	102395
chrV	gene	100769	101251	+	YEL027W	VMA3	100672	101616
chrV	gene	98668	99129	+	YEL028W		98312	99182
chrV	gene	94644	96578	+	YEL030W	ECM10	94517	96742
chrV	gene	90258	93905	+	YEL031W	SPF1	90232	94060
chrV	gene	86937	89852	+	YEL032W	MCM3	86815	90021
chrV	gene	86179	86598	+	YEL033W	MTC7	85515	86733
chrV	gene	85676	86149	+	YEL034W	HYP2	85515	86478
chrV	gene	80462	81145	+	YEL038W	UTR4	80393	81412
chrV	gene	78053	79456	+	YEL040W	UTR2	78015	80170
chrV	gene	75944	77431	+	YEL041W	YEF1	75809	78212
chrV	gene	73771	75327	+	YEL042W	GDA1	73621	75466
chrV	gene	70478	73348	+	YEL043W		70470	73417
chrV	gene	69757	70257	+	YEL044W	IES6	69213	70309
chrV	gene	63728	64090	+	YEL049W	PAU2	63593	64225
chrV	gene	59549	59740	+	YEL050W-A		59414	59875
chrV	gene	58378	59148	+	YEL051W	VMA8	58336	59257
chrV	gene	56571	58100	+	YEL052W	AFG1	56377	58336
chrV	gene	52908	53255	+	YEL053W-A		52475	53358
chrV	gene	47168	48373	+	YEL056W	HAT2	47095	48714
chrV	gene	43252	44925	+	YEL058W	PCM1	43220	45001
chrV	gene	42652	42960	+	YEL059W	HHY1	42356	43235
chrV	gene	34407	36254	+	YEL062W	NPR2	34077	36379
chrV	gene	27657	29543	+	YEL065W	SIT1	27525	29622
chrV	gene	26667	27206	+	YEL066W	HPA3	26532	27385
chrV	gene	19589	21097	+	YEL070W	DSF1	19454	21232
chrV	gene	16355	17845	+	YEL071W	DLD3	16190	17967
chrV	gene	13720	14415	+	YEL072W	RMD6	13589	14628
chrV	gene	6126	6464	+	YEL074W		5991	6924
chrV	gene	4870	5481	+	YEL075W-A		4735	5616
chrV	gene	630	1112	+	YEL077W-A		495	1247
chrV	gene	153520	155808	+	YER001W	MNN1	153349	156099
chrV	gene	156803	157498	+	YER002W	NOP16	156717	157716
chrV	gene	159580	160275	+	YER004W	FMP52	159425	160516
chrV	gene	160550	162442	+	YER005W	YND1	160490	162533
chrV	gene	162723	164285	+	YER006W	NUG1	162510	164391
chrV	gene	164527	166083	+	YER007W	PAC2	164332	166307
chrV	gene	172115	172492	+	YER009W	NTF2	172096	172657
chrV	gene	175248	176012	+	YER011W	TIR1	175024	176556
chrV	gene	177835	178431	+	YER012W	PRE1	177738	178690
chrV	gene	178841	182278	+	YER013W	PRP22	178801	182360
chrV	gene	182600	184219	+	YER014W	HEM14	182560	184331
chrV	gene	184541	186775	+	YER015W	FAA2	184468	187028
chrV	gene	188277	189311	+	YER016W	BIM1	188234	189433
chrV	gene	192797	194230	+	YER019W	ISC1	192685	194318
chrV	gene	195168	196517	+	YER020W	GPA2	195062	196693
chrV	gene	196948	198519	+	YER021W	RPN3	196588	198727
chrV	gene	198812	200875	+	YER022W	SRB4	198770	200967
chrV	gene	201076	201936	+	YER023W	PRO3	200930	202256
chrV	gene	202192	204963	+	YER024W	YAT2	201410	205198
chrV	gene	205251	206834	+	YER025W	GCD11	205199	207097
chrV	gene	213437	213898	+	YER030W	CHZ1	213304	214024
chrV	gene	215063	217693	+	YER032W	FIR1	214984	217717
chrV	gene	221846	222403	+	YER034W		221803	222601
