chromosome	type	start	end	strand	id	name
chrII	gene	760294	760899	+	YBR278W	DPB3
chrII	gene	761257	762594	+	YBR279W	PAF1
chrII	gene	762784	764697	-	YBR280C	SAF1
chrII	gene	764970	767606	-	YBR281C	DUG2
chrII	gene	768240	768680	+	YBR282W	MRPL27
chrII	gene	768943	770415	-	YBR283C	SSH1
chrII	gene	771239	773632	+	YBR284W	
chrII	gene	773922	774356	+	YBR285W	
chrII	gene	774700	776313	+	YBR286W	APE3
chrII	gene	776571	777854	+	YBR287W	
chrII	gene	778012	779463	-	YBR288C	APM3
chrII	gene	779667	782384	+	YBR289W	SNF5
chrII	gene	782591	783556	+	YBR290W	BSD2
chrII	gene	783673	784572	-	YBR291C	CTP1
chrII	gene	784702	785073	-	YBR292C	
chrII	gene	787006	788430	+	YBR293W	VBA2
chrII	gene	789235	791814	+	YBR294W	SUL1
chrII	gene	792849	796499	+	YBR295W	PCA1
chrII	gene	796798	798522	-	YBR296C	PHO89
chrII	gene	800123	800242	-	YBR296C-A	
chrII	gene	800523	801929	+	YBR297W	MAL33
chrII	gene	802631	804475	-	YBR298C	MAL31
chrII	gene	805035	805256	-	YBR298C-A	
chrII	gene	805351	807105	+	YBR299W	MAL32
chrII	gene	808600	809097	-	YBR300C	
chrII	gene	809057	809419	+	YBR301W	PAU24
chrII	gene	810340	811479	-	YBR302C	COS2
chrIII	gene	1392	2135	+	YCL076W	
chrIII	gene	6479	8326	-	YCL073C	GEX1
chrIII	gene	9706	11082	+	YCL069W	VBA3
chrIII	gene	11503	12285	-	YCL068C	
chrIII	gene	12386	13018	-	YCL067C	HMLALPHA2
chrIII	gene	13282	13809	+	YCL066W	HMLALPHA1
chrIII	gene	13751	14119	+	YCL065W	
chrIII	gene	15798	16880	-	YCL064C	CHA1
chrIII	gene	17290	18561	+	YCL063W	VAC17
chrIII	gene	18816	22106	-	YCL061C	MRC1
chrIII	gene	22429	23379	-	YCL059C	KRR1
chrIII	gene	23523	23981	-	YCL058C	FYV5
chrIII	gene	23584	23925	+	YCL058W-A	ADF1
chrIII	gene	24032	24325	-	YCL057C-A	MIC10
chrIII	gene	24768	26906	+	YCL057W	PRD1
chrIII	gene	26925	27359	-	YCL056C	PEX34
chrIII	gene	27929	28936	+	YCL055W	KAR4
chrIII	gene	30910	30996	+	YCL054W-A	RDT1
chrIII	gene	31449	33974	+	YCL054W	SPB1
chrIII	gene	34143	35393	-	YCL052C	PBN1
chrIII	gene	35865	37616	+	YCL051W	LRE1
chrIII	gene	37836	38801	-	YCL050C	APA1
chrIII	gene	39786	40724	-	YCL049C	
chrIII	gene	41488	41727	+	YCL048W-A	
chrIII	gene	42165	43556	+	YCL048W	SPS22
chrIII	gene	43661	44437	-	YCL047C	POF1
chrIII	gene	44623	46905	-	YCL045C	EMC1
chrIII	gene	46640	46963	+	YCL046W	
chrIII	gene	47111	48364	-	YCL044C	MGR1
chrIII	gene	48653	50221	-	YCL043C	PDI1
chrIII	gene	50133	50627	-	YCL041C	
chrIII	gene	50584	50943	+	YCL042W	
chrIII	gene	50838	52340	+	YCL040W	GLK1
chrIII	gene	52645	54882	+	YCL039W	GID7
chrIII	gene	54941	56527	-	YCL038C	ATG22
chrIII	gene	57374	58678	-	YCL037C	SRO9
chrIII	gene	59026	60726	+	YCL036W	GFD2
chrIII	gene	60841	61173	-	YCL035C	GRX1
chrIII	gene	61658	62722	+	YCL034W	LSB5
chrIII	gene	62776	63282	-	YCL033C	MXR2
chrIII	gene	63441	64481	+	YCL032W	STE50
chrIII	gene	64675	65568	-	YCL031C	RRP7
chrIII	gene	65934	68333	-	YCL030C	HIS4
chrIII	gene	68599	69921	-	YCL029C	BIK1
chrIII	gene	70150	71367	+	YCL028W	RNQ1
chrIII	gene	71803	73341	+	YCL027W	FUS1
chrIII	gene	73405	73986	-	YCL026C-B	HBN1
chrIII	gene	74704	75285	-	YCL026C-A	FRM2
chrIII	gene	76018	77919	-	YCL025C	AGP1
chrIII	gene	78949	79296	-	YCL023C	
chrIII	gene	79162	82275	+	YCL024W	KCC4
chrIII	gene	81570	82085	-	YCL022C	
chrIII	gene	83620	83997	+	YCL021W-A	
chrIII	gene	91324	92418	+	YCL018W	LEU2
chrIII	gene	92777	94270	-	YCL017C	NFS1
chrIII	gene	94621	95763	-	YCL016C	DCC1
chrIII	gene	96281	101191	+	YCL014W	BUD3
chrIII	gene	101317	101788	-	YCL012C	
chrIII	gene	102075	103358	-	YCL011C	GBP2
chrIII	gene	103571	104350	-	YCL010C	SGF29
chrIII	gene	104619	105548	-	YCL009C	ILV6
chrIII	gene	105696	106853	-	YCL008C	STP22
chrIII	gene	106974	107366	-	YCL007C	
chrIII	gene	107023	107417	+	YCL005W-A	VMA9
chrIII	gene	108021	108791	+	YCL005W	LDB16
chrIII	gene	109105	110670	+	YCL004W	PGS1
chrIII	gene	110808	111675	-	YCL002C	
chrIII	gene	111916	112482	+	YCL001W	RER1
chrIII	gene	113080	113541	+	YCL001W-A	
chrIII	gene	113770	114024	+	YCL001W-B	
chrIII	gene	115685	115999	+	YCR001W	
chrIII	gene	117380	118348	-	YCR002C	CDC10
chrIII	gene	118620	119171	+	YCR003W	MRPL32
chrIII	gene	119575	120318	-	YCR004C	YCP4
chrIII	gene	120946	122328	-	YCR005C	CIT2
chrIII	gene	122530	123003	-	YCR006C	
chrIII	gene	126011	126730	-	YCR007C	
chrIII	gene	128470	130281	+	YCR008W	SAT4
chrIII	gene	130745	131542	-	YCR009C	RVS161
chrIII	gene	132273	133124	-	YCR010C	ADY2
chrIII	gene	133724	136873	-	YCR011C	ADP1
chrIII	gene	137746	138996	+	YCR012W	PGK1
chrIII	gene	138402	139049	-	YCR013C	
chrIII	gene	139185	140933	-	YCR014C	POL4
chrIII	gene	141217	142170	-	YCR015C	CTO1
chrIII	gene	143634	144506	+	YCR016W	
chrIII	gene	144773	147634	-	YCR017C	CWH43
chrIII	gene	148238	148903	-	YCR018C	SRD1
chrIII	gene	151608	151862	-	YCR018C-A	
chrIII	gene	152837	153928	+	YCR019W	MAK32
chrIII	gene	154012	154659	-	YCR020C	PET18
chrIII	gene	154830	155096	-	YCR020C-A	MAK31
chrIII	gene	155320	155556	+	YCR020W-B	HTL1
chrIII	gene	156109	157107	-	YCR021C	HSP30
chrIII	gene	157421	157765	-	YCR022C	
chrIII	gene	158538	160373	-	YCR023C	
chrIII	gene	160744	162222	-	YCR024C	SLM5
chrIII	gene	162599	162865	-	YCR024C-B	
chrIII	gene	162945	163067	-	YCR024C-A	PMP1
chrIII	gene	163446	163856	-	YCR025C	
chrIII	gene	164111	166339	-	YCR026C	NPP1
chrIII	gene	167370	167999	-	YCR027C	RHB1
chrIII	gene	170886	172424	-	YCR028C	FEN2
chrIII	gene	172950	173440	-	YCR028C-A	RIM1
chrIII	gene	173826	176438	-	YCR030C	SYP1
chrIII	gene	177500	178220	-	YCR031C	RPS14A
chrIII	gene	179520	186023	+	YCR032W	BPH1
chrIII	gene	186489	190169	+	YCR033W	SNT1
chrIII	gene	190592	191635	+	YCR034W	ELO2
chrIII	gene	191834	193018	-	YCR035C	RRP43
chrIII	gene	193297	194298	+	YCR036W	RBK1
chrIII	gene	194414	197185	-	YCR037C	PHO87
chrIII	gene	197621	199549	-	YCR038C	BUD5
chrIII	gene	199293	199418	+	YCR038W-A	
chrIII	gene	199546	200178	-	YCR039C	MATALPHA2
chrIII	gene	200442	200969	+	YCR040W	MATALPHA1
chrIII	gene	200911	201243	+	YCR041W	
chrIII	gene	201174	205397	-	YCR042C	TAF2
chrIII	gene	206261	206644	-	YCR043C	
chrIII	gene	206877	207950	-	YCR044C	PER1
chrIII	gene	208135	209610	-	YCR045C	RRT12
chrIII	gene	208751	209101	+	YCR045W-A	
chrIII	gene	209914	210423	-	YCR046C	IMG1
chrIII	gene	210718	211545	-	YCR047C	BUD23
chrIII	gene	211301	211507	+	YCR047W-A	
chrIII	gene	211871	212317	-	YCR049C	
chrIII	gene	211929	213761	+	YCR048W	ARE1
chrIII	gene	213464	213772	-	YCR050C	
chrIII	gene	214071	214739	+	YCR051W	
chrIII	gene	214994	216445	+	YCR052W	RSC6
chrIII	gene	216697	218241	+	YCR053W	THR4
chrIII	gene	218376	220067	-	YCR054C	CTR86
chrIII	gene	220457	223228	-	YCR057C	PWP2
chrIII	gene	223454	224230	-	YCR059C	YIH1
chrIII	gene	224399	224734	+	YCR060W	TAH1
chrIII	gene	225563	227458	+	YCR061W	
chrIII	gene	228095	228505	-	YCR064C	
chrIII	gene	228318	228791	+	YCR063W	BUD31
chrIII	gene	229310	231004	+	YCR065W	HCM1
chrIII	gene	231500	232963	+	YCR066W	RAD18
chrIII	gene	233125	236322	-	YCR067C	SED4
chrIII	gene	237214	238776	+	YCR068W	ATG15
chrIII	gene	239055	240011	+	YCR069W	CPR4
chrIII	gene	240103	240543	-	YCR071C	IMG2
chrIII	gene	240805	242352	-	YCR072C	RSA4
chrIII	gene	242588	246583	-	YCR073C	SSK22
chrIII	gene	246963	247910	+	YCR073W-A	SOL2
chrIII	gene	248033	248815	-	YCR075C	ERS1
chrIII	gene	248975	249202	+	YCR075W-A	EGO2
chrIII	gene	249293	250045	-	YCR076C	FUB1
chrIII	gene	250238	252628	-	YCR077C	PAT1
chrIII	gene	252845	254173	+	YCR079W	PTC6
chrIII	gene	254371	258654	+	YCR081W	SRB8
chrIII	gene	258415	258651	-	YCR081C-A	
chrIII	gene	258883	259269	+	YCR082W	AHC2
chrIII	gene	259578	259961	+	YCR083W	TRX3
chrIII	gene	260311	262452	-	YCR084C	TUP1
chrIII	gene	262916	263269	+	YCR085W	
chrIII	gene	263392	263964	+	YCR086W	CSM1
chrIII	gene	263976	264491	+	YCR087W	
chrIII	gene	264006	264467	-	YCR087C-A	
chrIII	gene	265068	266846	+	YCR088W	ABP1
chrIII	gene	267434	272263	+	YCR089W	FIG2
chrIII	gene	272315	272863	-	YCR090C	
chrIII	gene	274404	276566	+	YCR091W	KIN82
chrIII	gene	276764	279820	-	YCR092C	MSH3
chrIII	gene	280117	286443	+	YCR093W	CDC39
chrIII	gene	286762	287937	+	YCR094W	CDC50
chrIII	gene	288170	289258	-	YCR095C	OCA4
chrIII	gene	289639	289797	+	YCR095W-A	
chrIII	gene	293179	293538	-	YCR096C	HMRA2
chrIII	gene	293835	294321	+	YCR097W	HMRA1
chrIII	gene	294439	294705	+	YCR097W-A	
chrIII	gene	297049	298605	-	YCR098C	GIT1
chrIII	gene	300832	301299	-	YCR099C	
chrIII	gene	301271	302221	-	YCR100C	
chrIII	gene	302482	303030	-	YCR101C	
chrIII	gene	304361	305467	-	YCR102C	
chrIII	gene	306735	306932	+	YCR102W-A	
chrIII	gene	307801	308175	+	YCR104W	PAU3
chrIII	gene	309070	310155	+	YCR105W	ADH7
chrIII	gene	310958	313456	+	YCR106W	RDS1
chrIII	gene	313890	314981	+	YCR107W	AAD3
chrIII	gene	315997	316188	-	YCR108C	
chrIV	gene	1802	2953	+	YDL248W	COS7
chrIV	gene	3762	3836	+	YDL247W-A	
chrIV	gene	5985	7814	+	YDL247W	MPH2
chrIV	gene	8683	9756	-	YDL246C	SOR2
chrIV	gene	11657	13360	-	YDL245C	HXT15
chrIV	gene	16204	17226	+	YDL244W	THI13
chrIV	gene	17577	18566	-	YDL243C	AAD4
chrIV	gene	18959	19312	+	YDL242W	
chrIV	gene	20635	21006	+	YDL241W	
chrIV	gene	22471	22608	-	YDL240C-A	
chrIV	gene	22823	25876	+	YDL240W	LRG1
chrIV	gene	26403	28775	-	YDL239C	ADY3
chrIV	gene	28985	30454	-	YDL238C	GUD1
chrIV	gene	30657	31829	+	YDL237W	AIM6
chrIV	gene	32296	33234	+	YDL236W	PHO13
chrIV	gene	33415	33918	-	YDL235C	YPD1
chrIV	gene	34237	36477	-	YDL234C	GYP7
chrIV	gene	36797	38173	+	YDL233W	MFG1
chrIV	gene	38487	38597	+	YDL232W	OST4
chrIV	gene	38867	42244	-	YDL231C	BRE4
chrIV	gene	42700	43707	+	YDL230W	PTP1
chrIV	gene	44065	45906	+	YDL229W	SSB1
chrIV	gene	45277	45918	-	YDL228C	
chrIV	gene	46271	48031	-	YDL227C	HO
chrIV	gene	51115	52173	-	YDL226C	GCS1
chrIV	gene	52445	54100	+	YDL225W	SHS1
chrIV	gene	54397	56346	-	YDL224C	WHI4
chrIV	gene	57265	60405	-	YDL223C	HBT1
chrIV	gene	60872	61801	-	YDL222C	FMP45
chrIV	gene	62011	62562	+	YDL221W	
chrIV	gene	62244	65018	-	YDL220C	CDC13
chrIV	gene	65242	65765	+	YDL219W	DTD1
chrIV	gene	66493	67446	+	YDL218W	
chrIV	gene	67983	68606	-	YDL217C	TIM22
chrIV	gene	68997	70319	-	YDL216C	RRI1
chrIV	gene	70640	73918	-	YDL215C	GDH2
chrIV	gene	74446	76545	-	YDL214C	PRR2
chrIV	gene	77289	77966	-	YDL213C	NOP6
chrIV	gene	78426	79058	+	YDL212W	SHR3
chrIV	gene	79294	80412	-	YDL211C	
chrIV	gene	84270	85985	+	YDL210W	UGA4
chrIV	gene	86207	87226	-	YDL209C	CWC2
chrIV	gene	87512	87982	+	YDL208W	NHP2
chrIV	gene	88248	89864	+	YDL207W	GLE1
chrIV	gene	90176	92464	+	YDL206W	
chrIV	gene	92762	93745	-	YDL205C	HEM3
chrIV	gene	94605	95786	+	YDL204W	RTN2
chrIV	gene	96082	97953	-	YDL203C	ACK1
chrIV	gene	98475	99224	+	YDL202W	MRPL11
chrIV	gene	99561	100421	+	YDL201W	TRM8
chrIV	gene	100501	101067	-	YDL200C	MGT1
chrIV	gene	101290	103353	-	YDL199C	
chrIV	gene	103649	104551	-	YDL198C	GGC1
chrIV	gene	104917	106494	-	YDL197C	ASF2
chrIV	gene	106741	107070	+	YDL196W	
chrIV	gene	107208	111029	+	YDL195W	SEC31
chrIV	gene	111580	114234	+	YDL194W	SNF3
chrIV	gene	114672	115799	+	YDL193W	NUS1
chrIV	gene	116321	116866	+	YDL192W	ARF1
chrIV	gene	117664	118517	+	YDL191W	RPL35A
chrIV	gene	118707	121592	-	YDL190C	UFD2
chrIV	gene	122078	123589	+	YDL189W	RBS1
chrIV	gene	123865	124998	-	YDL188C	PPH22
chrIV	gene	125509	125838	-	YDL187C	
chrIV	gene	125616	126449	+	YDL186W	
chrIV	gene	126608	126835	-	YDL185C-A	
chrIV	gene	126787	130002	+	YDL185W	VMA1
chrIV	gene	130407	130484	-	YDL184C	RPL41A
chrIV	gene	130871	131833	-	YDL183C	
chrIV	gene	133437	134723	+	YDL182W	LYS20
chrIV	gene	135179	135436	+	YDL181W	INH1
chrIV	gene	135896	137539	+	YDL180W	
chrIV	gene	138291	139205	+	YDL179W	PCL9
chrIV	gene	139522	141114	+	YDL178W	DLD2
chrIV	gene	141209	141721	-	YDL177C	
chrIV	gene	142097	144223	+	YDL176W	
chrIV	gene	144484	145518	-	YDL175C	AIR2
chrIV	gene	145826	147589	-	YDL174C	DLD1
chrIV	gene	148191	149078	+	YDL173W	PAR32
chrIV	gene	148607	149086	-	YDL172C	
chrIV	gene	149203	155640	-	YDL171C	GLT1
chrIV	gene	156318	157904	+	YDL170W	UGA3
chrIV	gene	158064	158735	-	YDL169C	UGX2
chrIV	gene	159604	160764	+	YDL168W	SFA1
chrIV	gene	160995	163154	-	YDL167C	NRP1
chrIV	gene	163449	164042	-	YDL166C	FAP7
chrIV	gene	164290	164865	+	YDL165W	CDC36
chrIV	gene	164987	167254	-	YDL164C	CDC9
chrIV	gene	166956	167258	+	YDL163W	
chrIV	gene	167359	167715	-	YDL162C	
chrIV	gene	167714	169078	+	YDL161W	ENT1
chrIV	gene	169366	169608	-	YDL160C-A	MHF2
chrIV	gene	170410	171930	-	YDL160C	DHH1
chrIV	gene	172182	172313	+	YDL159W-A	
chrIV	gene	172481	174028	+	YDL159W	STE7
chrIV	gene	173056	173232	-	YDL159C-B	
chrIV	gene	173866	174174	-	YDL158C	
chrIV	gene	174232	174588	-	YDL157C	
chrIV	gene	174918	176486	+	YDL156W	CMR1
chrIV	gene	176773	178056	+	YDL155W	CLB3
chrIV	gene	178334	181039	+	YDL154W	MSH5
chrIV	gene	181186	183018	-	YDL153C	SAS10
chrIV	gene	182822	183187	+	YDL152W	
chrIV	gene	183318	183899	-	YDL151C	BUD30
chrIV	gene	183343	184611	+	YDL150W	RPC53
chrIV	gene	184925	187918	+	YDL149W	ATG9
chrIV	gene	188154	190586	-	YDL148C	NOP14
chrIV	gene	190924	192261	+	YDL147W	RPN5
chrIV	gene	192750	194225	+	YDL146W	LDB17
chrIV	gene	194571	198176	-	YDL145C	COP1
chrIV	gene	198662	199732	-	YDL144C	
chrIV	gene	199996	201582	+	YDL143W	CCT4
chrIV	gene	201719	202570	-	YDL142C	CRD1
chrIV	gene	203039	205111	+	YDL141W	BPL1
chrIV	gene	205360	210561	-	YDL140C	RPO21
chrIV	gene	211375	212046	-	YDL139C	SCM3
chrIV	gene	213351	215642	+	YDL138W	RGT2
chrIV	gene	216158	217074	+	YDL137W	ARF2
chrIV	gene	217600	218367	+	YDL136W	RPL35B
chrIV	gene	218680	219288	-	YDL135C	RDI1
chrIV	gene	219662	220771	-	YDL134C	PPH21
chrIV	gene	221724	221801	-	YDL133C-A	RPL41B
chrIV	gene	222427	223740	+	YDL133W	SRF1
chrIV	gene	224304	226751	+	YDL132W	CDC53
chrIV	gene	227393	228715	+	YDL131W	LYS21
chrIV	gene	229171	229431	+	YDL130W-A	STF1
chrIV	gene	229906	230527	+	YDL130W	RPP1B
chrIV	gene	231024	231899	+	YDL129W	
chrIV	gene	232652	233887	+	YDL128W	VCX1
chrIV	gene	234927	235853	+	YDL127W	PCL2
chrIV	gene	236157	238664	-	YDL126C	CDC48
chrIV	gene	239019	239606	-	YDL125C	HNT1
chrIV	gene	240259	241197	+	YDL124W	
chrIV	gene	241418	241840	+	YDL123W	SNA4
chrIV	gene	242552	244981	+	YDL122W	UBP1
chrIV	gene	245133	245582	-	YDL121C	
chrIV	gene	245923	246447	+	YDL120W	YFH1
chrIV	gene	246689	247612	-	YDL119C	HEM25
chrIV	gene	247302	247682	+	YDL118W	
chrIV	gene	248581	251238	+	YDL117W	CYK3
chrIV	gene	251566	253746	+	YDL116W	NUP84
chrIV	gene	253995	255126	-	YDL115C	IWR1
chrIV	gene	254935	255048	+	YDL114W-A	
chrIV	gene	255604	256530	+	YDL114W	
chrIV	gene	256633	258555	-	YDL113C	ATG20
chrIV	gene	258915	263225	+	YDL112W	TRM3
chrIV	gene	263313	264110	-	YDL111C	RRP42
chrIV	gene	264512	264964	-	YDL110C	TMA17
chrIV	gene	265258	267201	-	YDL109C	
chrIV	gene	267698	268699	+	YDL108W	KIN28
chrIV	gene	268921	269976	+	YDL107W	MSS2
chrIV	gene	270222	271901	-	YDL106C	PHO2
chrIV	gene	272389	273597	+	YDL105W	NSE4
chrIV	gene	273653	274876	-	YDL104C	QRI7
chrIV	gene	275148	276581	-	YDL103C	QRI1
chrIV	gene	276872	280165	+	YDL102W	POL3
chrIV	gene	280307	281848	-	YDL101C	DUN1
chrIV	gene	282112	283176	-	YDL100C	GET3
chrIV	gene	283419	284444	+	YDL099W	BUG1
chrIV	gene	284581	285165	-	YDL098C	SNU23
chrIV	gene	285391	286695	-	YDL097C	RPN6
chrIV	gene	286998	287324	-	YDL096C	OPI6
chrIV	gene	287059	289512	+	YDL095W	PMT1
chrIV	gene	289572	290081	-	YDL094C	
chrIV	gene	289909	292140	+	YDL093W	PMT5
chrIV	gene	292781	293221	+	YDL092W	SRP14
chrIV	gene	293392	294759	-	YDL091C	UBX3
chrIV	gene	295034	296329	-	YDL090C	RAM1
chrIV	gene	296820	298274	+	YDL089W	NUR1
chrIV	gene	298417	300003	-	YDL088C	ASM4
chrIV	gene	300214	300999	-	YDL087C	LUC7
chrIV	gene	301413	302234	+	YDL086W	
chrIV	gene	301655	302089	-	YDL086C-A	
chrIV	gene	302464	302670	-	YDL085C-A	
chrIV	gene	303211	304848	+	YDL085W	NDE2
chrIV	gene	305237	306577	+	YDL084W	SUB2
chrIV	gene	306926	307789	-	YDL083C	RPS16B
chrIV	gene	308424	309388	+	YDL082W	RPL13A
chrIV	gene	309802	310122	-	YDL081C	RPP1A
chrIV	gene	310642	312471	-	YDL080C	THI3
chrIV	gene	312951	314748	-	YDL079C	MRK1
chrIV	gene	315357	316388	-	YDL078C	MDH3
chrIV	gene	316971	320120	-	YDL077C	VAM6
chrIV	gene	320668	321552	-	YDL076C	RXT3
chrIV	gene	322226	322988	+	YDL075W	RPL31A
chrIV	gene	324047	326149	-	YDL074C	BRE1
chrIV	gene	326613	329567	+	YDL073W	AHK1
chrIV	gene	329836	330447	-	YDL072C	YET3
chrIV	gene	330666	331040	-	YDL071C	
chrIV	gene	331024	332940	+	YDL070W	BDF2
chrIV	gene	333121	333810	-	YDL069C	CBS1
chrIV	gene	333500	333829	+	YDL068W	
chrIV	gene	334217	334396	-	YDL067C	COX9
chrIV	gene	334835	336121	+	YDL066W	IDP1
chrIV	gene	336249	337277	-	YDL065C	PEX19
chrIV	gene	337487	338070	+	YDL064W	UBC9
chrIV	gene	338272	340134	-	YDL063C	SYO1
chrIV	gene	339857	340282	+	YDL062W	
chrIV	gene	340628	341219	-	YDL061C	RPS29B
chrIV	gene	341619	343985	+	YDL060W	TSR1
chrIV	gene	344237	344953	-	YDL059C	RAD59
chrIV	gene	345665	351037	+	YDL058W	USO1
chrIV	gene	351434	352420	+	YDL057W	
chrIV	gene	352877	355378	+	YDL056W	MBP1
chrIV	gene	355674	356759	-	YDL055C	PSA1
chrIV	gene	359825	361285	-	YDL054C	MCH1
chrIV	gene	361699	362256	-	YDL053C	PBP4
chrIV	gene	362672	363583	-	YDL052C	SLC1
chrIV	gene	363952	364779	+	YDL051W	LHP1
chrIV	gene	364446	364817	-	YDL050C	
chrIV	gene	365068	365874	-	YDL049C	KNH1
chrIV	gene	366739	368211	-	YDL048C	STP4
chrIV	gene	369771	370706	+	YDL047W	SIT4
chrIV	gene	371240	371761	+	YDL046W	NPC2
chrIV	gene	372248	372535	+	YDL045W-A	MRP10
chrIV	gene	372688	373608	-	YDL045C	FAD1
chrIV	gene	373967	375289	-	YDL044C	MTF2
chrIV	gene	375680	376480	-	YDL043C	PRP11
chrIV	gene	376757	378445	-	YDL042C	SIR2
chrIV	gene	378102	378455	+	YDL041W	
chrIV	gene	378874	381438	-	YDL040C	NAT1
chrIV	gene	381985	384081	-	YDL039C	PRM7
chrIV	gene	384601	385587	-	YDL037C	BSC1
chrIV	gene	387513	388901	-	YDL036C	PUS9
chrIV	gene	389172	392057	-	YDL035C	GPR1
chrIV	gene	391783	392127	+	YDL034W	
chrIV	gene	392659	393912	-	YDL033C	SLM3
chrIV	gene	393690	394001	+	YDL032W	
chrIV	gene	394217	397204	+	YDL031W	DBP10
chrIV	gene	397537	399129	+	YDL030W	PRP9
chrIV	gene	399340	400638	+	YDL029W	ARP2
chrIV	gene	400997	403291	-	YDL028C	MPS1
chrIV	gene	403695	404957	-	YDL027C	MRX9
chrIV	gene	404749	405060	+	YDL026W	
chrIV	gene	405344	407206	-	YDL025C	RTK1
chrIV	gene	405410	405514	+	YDL025W-A	
chrIV	gene	408451	409857	-	YDL024C	DIA3
chrIV	gene	409808	410056	-	YDL022C-A	
chrIV	gene	411761	412081	-	YDL023C	
chrIV	gene	411825	413000	+	YDL022W	GPD1
chrIV	gene	413953	414888	+	YDL021W	GPM2
chrIV	gene	415113	416708	-	YDL020C	RPN4
chrIV	gene	417663	421514	-	YDL019C	OSH2
chrIV	gene	422833	423510	-	YDL018C	ERP3
chrIV	gene	424209	425732	+	YDL017W	CDC7
chrIV	gene	425570	425872	-	YDL016C	
chrIV	gene	426002	426934	-	YDL015C	TSC13
chrIV	gene	427364	428347	+	YDL014W	NOP1
chrIV	gene	429067	430926	+	YDL013W	SLX5
chrIV	gene	431108	431517	-	YDL012C	
chrIV	gene	432308	432631	-	YDL011C	
chrIV	gene	432330	433025	+	YDL010W	GRX6
chrIV	gene	432925	433248	-	YDL009C	
chrIV	gene	433497	433994	+	YDL008W	APC11
chrIV	gene	436567	436824	-	YDL007C-A	
chrIV	gene	438047	439360	+	YDL007W	RPT2
chrIV	gene	439909	440754	+	YDL006W	PTC1
chrIV	gene	441014	442309	-	YDL005C	MED2
chrIV	gene	443029	443511	+	YDL004W	ATP16
chrIV	gene	444683	446383	+	YDL003W	MCD1
chrIV	gene	446967	447578	-	YDL002C	NHP10
chrIV	gene	447984	449276	+	YDL001W	RMD1
chrIV	gene	450220	452475	-	YDR001C	NTH1
chrIV	gene	453045	453650	+	YDR002W	YRB1
chrIV	gene	454122	454754	+	YDR003W	RCR2
chrIV	gene	454782	454904	+	YDR003W-A	
chrIV	gene	455201	456583	+	YDR004W	RAD57
chrIV	gene	456836	458103	-	YDR005C	MAF1
chrIV	gene	458542	461247	-	YDR006C	SOK1
chrIV	gene	461842	462516	+	YDR007W	TRP1
chrIV	gene	462252	462602	-	YDR008C	
chrIV	gene	463434	464996	+	YDR009W	GAL3
chrIV	gene	465051	465383	-	YDR010C	
chrIV	gene	465919	470424	+	YDR011W	SNQ2
chrIV	gene	471853	472941	+	YDR012W	RPL4B
chrIV	gene	473157	473783	+	YDR013W	PSF1
chrIV	gene	474046	475989	+	YDR014W	RAD61
chrIV	gene	477797	478285	+	YDR014W-A	HED1
chrIV	gene	477960	478199	-	YDR015C	
chrIV	gene	478474	478758	-	YDR016C	DAD1
chrIV	gene	479115	482267	-	YDR017C	KCS1
chrIV	gene	482670	483860	-	YDR018C	
chrIV	gene	484163	485365	-	YDR019C	GCV1
chrIV	gene	485746	486444	-	YDR020C	DAS2
chrIV	gene	486804	488003	+	YDR021W	FAL1
chrIV	gene	488072	488662	-	YDR022C	ATG31
chrIV	gene	489508	490896	+	YDR023W	SES1
chrIV	gene	491017	491502	+	YDR024W	FYV1
chrIV	gene	491515	492324	+	YDR025W	RPS11A
chrIV	gene	492556	494268	-	YDR026C	NSI1
chrIV	gene	494649	497318	-	YDR027C	VPS54
chrIV	gene	497835	500879	-	YDR028C	REG1
chrIV	gene	501100	501414	+	YDR029W	
chrIV	gene	501753	503273	-	YDR030C	RAD28
chrIV	gene	503498	503863	+	YDR031W	MIX14
chrIV	gene	504099	504695	-	YDR032C	PST2
chrIV	gene	508147	509109	+	YDR033W	MRH1
chrIV	gene	509737	512109	-	YDR034C	LYS14
chrIV	gene	520516	520692	-	YDR034C-A	
chrIV	gene	521314	521469	+	YDR034W-B	
chrIV	gene	521816	522928	+	YDR035W	ARO3
chrIV	gene	523211	524713	-	YDR036C	EHD3
chrIV	gene	525440	527215	+	YDR037W	KRS1
chrIV	gene	527422	530697	-	YDR038C	ENA5
chrIV	gene	531307	534582	-	YDR039C	ENA2
chrIV	gene	535192	538467	-	YDR040C	ENA1
chrIV	gene	539803	540414	+	YDR041W	RSM10
chrIV	gene	540601	541203	-	YDR042C	
chrIV	gene	542674	543369	-	YDR043C	NRG1
chrIV	gene	546642	547628	+	YDR044W	HEM13
chrIV	gene	547978	548310	-	YDR045C	RPC11
chrIV	gene	548762	550576	-	YDR046C	BAP3
chrIV	gene	551860	552948	+	YDR047W	HEM12
chrIV	gene	553084	553398	-	YDR048C	
chrIV	gene	553254	555152	+	YDR049W	VMS1
chrIV	gene	555726	556472	-	YDR050C	TPI1
chrIV	gene	557056	558060	-	YDR051C	DET1
chrIV	gene	558511	560625	-	YDR052C	DBF4
chrIV	gene	560249	560644	+	YDR053W	
chrIV	gene	561440	562327	-	YDR054C	CDC34
chrIV	gene	563527	564861	+	YDR055W	PST1
chrIV	gene	565023	565640	-	YDR056C	EMC10
